Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2007","2007","kg","3.22","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2008","2008","kg","4.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2009","2009","kg","4.14","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2010","2010","kg","4.26","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2011","2011","kg","4","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2012","2012","kg","3.64","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","3.7","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2003","2003","kg","1.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2004","2004","kg","1.08","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2005","2005","kg","1.12","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2006","2006","kg","1.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2007","2007","kg","1.24","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2008","2008","kg","1.28","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2009","2009","kg","1.33","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2010","2010","kg","1.35","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2011","2011","kg","1.38","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2012","2012","kg","1.53","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","37","Central African Republic","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","1.45","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2003","2003","kg","8.41","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2004","2004","kg","8.29","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2005","2005","kg","8.15","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2006","2006","kg","8.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2007","2007","kg","8.07","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2008","2008","kg","8.04","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2009","2009","kg","8.02","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2010","2010","kg","8.09","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2011","2011","kg","8.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2012","2012","kg","7.87","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2013","2013","kg","7.67","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2003","2003","kg","0.06","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2004","2004","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2005","2005","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2006","2006","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2007","2007","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2008","2008","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2009","2009","kg","0.06","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2010","2010","kg","0.06","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2011","2011","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2012","2012","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","0.05","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2003","2003","kg","0.53","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2004","2004","kg","0.52","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2005","2005","kg","0.51","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2006","2006","kg","0.48","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2007","2007","kg","0.48","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2008","2008","kg","0.47","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2009","2009","kg","0.46","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2010","2010","kg","0.45","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2011","2011","kg","0.44","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2012","2012","kg","0.43","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","39","Chad","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","0.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2003","2003","kg","21.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2004","2004","kg","22","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2005","2005","kg","22.67","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2006","2006","kg","20.43","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2007","2007","kg","21.93","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2008","2008","kg","20.68","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2009","2009","kg","20.74","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2010","2010","kg","21.66","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2011","2011","kg","19.58","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2012","2012","kg","20.56","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2013","2013","kg","23.86","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2003","2003","kg","18.21","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2004","2004","kg","16.95","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2005","2005","kg","17.77","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2006","2006","kg","20.8","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2007","2007","kg","20.68","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2008","2008","kg","22.58","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2009","2009","kg","21.23","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2010","2010","kg","22.02","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2011","2011","kg","23.19","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2012","2012","kg","24.5","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","24.68","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2003","2003","kg","26.76","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2004","2004","kg","29.34","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2005","2005","kg","29.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2006","2006","kg","33.21","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2007","2007","kg","34.24","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2008","2008","kg","33.34","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2009","2009","kg","31.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2010","2010","kg","32.81","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2011","2011","kg","35.91","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2012","2012","kg","35.9","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","40","Chile","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","36.52","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2003","2003","kg","13.38","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2004","2004","kg","14.9","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2005","2005","kg","16.33","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2006","2006","kg","17.94","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2007","2007","kg","18.5","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2008","2008","kg","20.33","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2009","2009","kg","22.16","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2010","2010","kg","24.18","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2011","2011","kg","21.53","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2012","2012","kg","28.74","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2013","2013","kg","25.82","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2003","2003","kg","56.26","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2004","2004","kg","61.74","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2005","2005","kg","58.87","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2006","2006","kg","62.73","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2007","2007","kg","61.34","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2008","2008","kg","61.07","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2009","2009","kg","60.45","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2010","2010","kg","58.64","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2011","2011","kg","60.41","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2012","2012","kg","64.36","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","67.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2003","2003","kg","45.47","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2004","2004","kg","47.4","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2005","2005","kg","53.35","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2006","2006","kg","51.4","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2007","2007","kg","54.49","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2008","2008","kg","53.23","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2009","2009","kg","54.47","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2010","2010","kg","64.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2011","2011","kg","67.06","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2012","2012","kg","59.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","96","China, Hong Kong SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","54.86","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2003","2003","kg","9.45","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2004","2004","kg","11.77","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2005","2005","kg","13.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2006","2006","kg","12.87","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2007","2007","kg","17.11","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2008","2008","kg","16.32","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2009","2009","kg","14.51","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2010","2010","kg","14.09","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2011","2011","kg","16.14","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2012","2012","kg","10.47","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2013","2013","kg","10.4","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2003","2003","kg","51.01","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2004","2004","kg","55.86","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2005","2005","kg","56.81","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2006","2006","kg","49.57","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2007","2007","kg","53.42","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2008","2008","kg","61.04","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2009","2009","kg","59.44","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2010","2010","kg","57.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2011","2011","kg","52.2","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2012","2012","kg","72.46","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2733","Pigmeat","2013","2013","kg","71.48","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2003","2003","kg","24.59","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2004","2004","kg","24.77","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2005","2005","kg","28.62","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2006","2006","kg","29.28","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2007","2007","kg","28.17","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2008","2008","kg","34.25","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2009","2009","kg","33.43","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2010","2010","kg","34.77","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2011","2011","kg","36.71","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2012","2012","kg","36.7","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","128","China, Macao SAR","645","Food supply quantity (kg/capita/yr)","2734","Poultry Meat","2013","2013","kg","36.26","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","41","China, mainland","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2003","2003","kg","4.13","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","41","China, mainland","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2004","2004","kg","4.22","Fc","Calculated data"
"CL","Food Supply - Livestock and Fish Primary Equivalent","41","China, mainland","645","Food supply quantity (kg/capita/yr)","2731","Bovine Meat","2005","2005","kg","4.22","Fc","Calculated data"
